stock_code,stock_name,pattern_index,buy_date,sell_date,buy_price,sell_price,profit_pct,hold_days,exit_reason,retrace_date,surge_date,support_level,buy_year
000728,000728_data,1,2020-02-19 00:00:00,2020-02-28 00:00:00,9.26926,9.209200000000001,-0.8729481641468492,7,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,9.66,2020
600502,600502_data,1,2020-04-01 00:00:00,2020-04-28 00:00:00,4.174169999999999,3.8916000000000004,-6.994489503302427,18,移动止盈,2020-03-31 00:00:00,2020-03-27 00:00:00,4.22,2020
600976,600976_data,1,2020-02-19 00:00:00,2020-02-28 00:00:00,18.08807,16.6410244,-8.224999999999996,7,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,17.69,2020
601186,601186_data,1,2020-02-28 00:00:00,2020-03-17 00:00:00,9.249239999999999,10.074,8.692056969005035,12,移动止盈,2020-02-27 00:00:00,2020-02-26 00:00:00,9.47,2020
002205,002205_data,1,2020-04-02 00:00:00,2020-04-08 00:00:00,13.823809999999998,15.088,8.920018630898436,3,移动止盈,2020-04-01 00:00:00,2020-03-30 00:00:00,14.83,2020
002536,002536_data,1,2020-02-21 00:00:00,2020-02-24 00:00:00,5.825819999999999,5.7776000000000005,-1.0526946421276118,1,移动止盈,2020-02-20 00:00:00,2020-02-19 00:00:00,6.08,2020
600575,600575_data,1,2020-02-19 00:00:00,2020-03-13 00:00:00,2.39239,2.2632,-5.625039291252677,17,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,2.44,2020
600575,600575_data,2,2021-09-10 00:00:00,2021-09-27 00:00:00,2.5725699999999994,2.4840000000000004,-3.6678606413041805,9,移动止盈,2021-09-09 00:00:00,2021-09-08 00:00:00,2.54,2021
600435,600435_data,1,2020-02-19 00:00:00,2020-02-25 00:00:00,8.538529999999998,8.0592,-5.8387297637883515,4,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,8.52,2020
600160,600160_data,1,2020-02-21 00:00:00,2020-02-25 00:00:00,7.48748,8.8412,17.854781181385473,2,移动止盈,2020-02-20 00:00:00,2020-02-19 00:00:00,7.71,2020
603406,603406_data,1,2025-09-30 00:00:00,2025-10-27 00:00:00,46.546499999999995,46.46,-0.4108356697066242,13,移动止盈,2025-09-29 00:00:00,2025-09-25 00:00:00,46.64,2025
601766,601766_data,1,2020-02-28 00:00:00,2020-03-19 00:00:00,6.4064,6.1824,-3.7215034965034857,14,移动止盈,2020-02-27 00:00:00,2020-02-26 00:00:00,6.65,2020
600395,600395_data,1,2020-03-04 00:00:00,2020-03-13 00:00:00,5.815809999999999,5.6672,-2.7802760492519325,7,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,5.81,2020
600068,600068_data,1,2020-02-28 00:00:00,2020-03-02 00:00:00,6.436429999999999,6.6608,3.2609386336836,1,移动止盈,2020-02-27 00:00:00,2020-02-26 00:00:00,6.53,2020
002949,002949_data,1,2020-02-20 00:00:00,2020-02-28 00:00:00,19.3193,17.773756,-8.225,6,移动止盈,2020-02-19 00:00:00,2020-02-14 00:00:00,19.2,2020
600802,600802_data,1,2020-03-10 00:00:00,2020-03-16 00:00:00,11.111099999999999,10.892800000000001,-2.1897019647019422,4,移动止盈,2020-03-09 00:00:00,2020-02-27 00:00:00,10.95,2020
603655,603655_data,1,2020-03-24 00:00:00,2020-03-31 00:00:00,26.6266,24.496472,-8.224999999999998,5,移动止盈,2020-03-23 00:00:00,2020-03-19 00:00:00,26.0,2020
603027,603027_data,1,2020-03-11 00:00:00,2020-03-13 00:00:00,24.604579999999995,22.636213599999998,-8.22499999999999,2,移动止盈,2020-03-10 00:00:00,2020-02-27 00:00:00,24.0,2020
603026,603026_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,39.35932,36.2105744,-8.224999999999996,1,移动止盈,2020-02-26 00:00:00,2020-02-19 00:00:00,38.79,2020
600540,600540_data,1,2020-04-02 00:00:00,2020-04-03 00:00:00,4.19419,4.186,-0.4202701236710764,1,移动止盈,2020-04-01 00:00:00,2020-03-30 00:00:00,4.26,2020
001203,001203_data,1,2021-07-07 00:00:00,2021-07-20 00:00:00,20.380359999999996,21.012800000000002,2.8781836532819156,9,移动止盈,2021-07-06 00:00:00,2021-07-05 00:00:00,20.99,2021
603787,603787_data,1,2020-02-25 00:00:00,2020-02-28 00:00:00,15.275259999999998,14.49,-5.365730828804207,3,移动止盈,2020-02-24 00:00:00,2020-02-19 00:00:00,15.37,2020
603970,603970_data,1,2020-02-20 00:00:00,2020-03-09 00:00:00,14.084069999999999,15.0696,6.772480131808495,12,移动止盈,2020-02-19 00:00:00,2020-02-13 00:00:00,14.46,2020
600449,600449_data,1,2020-03-04 00:00:00,2020-03-12 00:00:00,11.3113,10.718,-5.470197280595505,6,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,11.49,2020
601330,601330_data,1,2020-03-05 00:00:00,2020-03-10 00:00:00,11.701689999999997,11.1504,-4.936199835237459,3,移动止盈,2020-03-04 00:00:00,2020-03-03 00:00:00,11.73,2020
600537,600537_data,1,2020-02-20 00:00:00,2020-03-09 00:00:00,3.2132099999999997,3.6156,12.29799102766394,12,移动止盈,2020-02-19 00:00:00,2020-02-13 00:00:00,3.34,2020
002688,002688_data,1,2020-04-09 00:00:00,2020-04-27 00:00:00,8.22822,7.590000000000001,-7.981477099542787,12,移动止盈,2020-04-08 00:00:00,2020-04-07 00:00:00,8.18,2020
600297,600297_data,1,2020-02-19 00:00:00,2020-02-28 00:00:00,3.5335299999999994,3.7904000000000004,7.044501037206451,7,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,3.54,2020
600297,600297_data,2,2021-04-08 00:00:00,2021-04-19 00:00:00,2.93293,3.1648,7.680746131002112,7,移动止盈,2021-04-07 00:00:00,2021-04-06 00:00:00,3.04,2021
002712,002712_data,1,2020-03-06 00:00:00,2020-03-13 00:00:00,6.996989999999999,6.4372308,-8.224999999999993,5,移动止盈,2020-03-05 00:00:00,2020-03-04 00:00:00,7.09,2020
601800,601800_data,1,2020-02-28 00:00:00,2020-03-06 00:00:00,8.208199999999998,9.476,15.220530079676461,5,移动止盈,2020-02-27 00:00:00,2020-02-26 00:00:00,8.52,2020
603018,603018_data,1,2020-02-28 00:00:00,2020-03-06 00:00:00,10.3103,11.454,10.867790704441198,5,移动止盈,2020-02-27 00:00:00,2020-02-26 00:00:00,10.63,2020
600683,600683_data,1,2020-03-05 00:00:00,2020-03-13 00:00:00,4.264259999999999,4.1032,-4.00197419950939,6,移动止盈,2020-03-04 00:00:00,2020-02-20 00:00:00,4.18,2020
002307,002307_data,1,2020-03-25 00:00:00,2020-04-13 00:00:00,5.92592,5.5568,-6.453906228906224,12,移动止盈,2020-03-24 00:00:00,2020-03-20 00:00:00,5.78,2020
600477,600477_data,1,2020-02-14 00:00:00,2020-02-25 00:00:00,3.89389,4.2412,8.69435827668476,7,移动止盈,2020-02-13 00:00:00,2020-02-11 00:00:00,3.92,2020
603073,603073_data,1,2023-05-19 00:00:00,2023-05-25 00:00:00,20.300279999999997,20.396400000000003,0.2484910060354153,4,移动止盈,2023-05-18 00:00:00,2023-05-12 00:00:00,20.2,2023
603072,603072_data,1,2025-03-05 00:00:00,2025-03-19 00:00:00,39.07903999999999,38.382400000000004,-2.007643585922244,10,移动止盈,2025-03-04 00:00:00,2025-02-28 00:00:00,40.0,2025
002002,002002_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,5.08508,4.6782736,-8.224999999999996,1,移动止盈,2020-02-26 00:00:00,2020-02-18 00:00:00,5.04,2020
600916,600916_data,1,2021-03-31 00:00:00,2021-04-02 00:00:00,17.48747,18.381600000000002,4.887975175940283,2,移动止盈,2021-03-30 00:00:00,2021-03-19 00:00:00,18.1,2021
601528,601528_data,1,2021-08-20 00:00:00,2021-08-27 00:00:00,11.781769999999998,10.839228399999998,-8.225000000000003,5,移动止盈,2021-08-19 00:00:00,2021-08-18 00:00:00,12.43,2021
002730,002730_data,1,2020-03-05 00:00:00,2020-03-10 00:00:00,8.51851,8.1052,-5.0769048519048425,3,移动止盈,2020-03-04 00:00:00,2020-02-27 00:00:00,8.71,2020
002557,002557_data,1,2020-03-06 00:00:00,2020-03-10 00:00:00,44.18413999999999,40.649408799999996,-8.224999999999993,2,移动止盈,2020-03-05 00:00:00,2020-02-27 00:00:00,43.46,2020
000980,000980_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,2.75275,2.53253,-8.224999999999996,1,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,2.93,2020
000980,000980_data,2,2021-04-21 00:00:00,2021-05-11 00:00:00,3.8037999999999994,5.0876,33.525460066249565,11,移动止盈,2021-04-20 00:00:00,2021-04-14 00:00:00,3.99,2021
002416,002416_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,7.987979999999999,7.3489416,-8.224999999999994,1,移动止盈,2020-02-26 00:00:00,2020-02-24 00:00:00,7.85,2020
000981,000981_data,1,2020-02-21 00:00:00,2020-02-25 00:00:00,1.6816799999999998,1.5471456,-8.224999999999998,2,移动止盈,2020-02-20 00:00:00,2020-02-19 00:00:00,1.64,2020
600383,600383_data,1,2020-02-28 00:00:00,2020-03-10 00:00:00,13.853839999999998,14.416400000000001,3.835679205187898,7,移动止盈,2020-02-27 00:00:00,2020-02-26 00:00:00,14.46,2020
603988,603988_data,1,2020-03-12 00:00:00,2020-03-18 00:00:00,9.609599999999999,8.840831999999999,-8.224999999999998,4,移动止盈,2020-03-11 00:00:00,2020-03-05 00:00:00,9.96,2020
001268,001268_data,1,2022-08-18 00:00:00,2022-08-24 00:00:00,29.909879999999994,27.517089599999995,-8.225,4,移动止盈,2022-08-17 00:00:00,2022-08-11 00:00:00,29.42,2022
600176,600176_data,1,2020-03-06 00:00:00,2020-03-10 00:00:00,9.909899999999999,9.117108,-8.224999999999987,2,移动止盈,2020-03-05 00:00:00,2020-03-02 00:00:00,9.97,2020
601099,601099_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,4.004,3.68368,-8.224999999999994,1,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,3.99,2020
600037,600037_data,1,2020-02-20 00:00:00,2020-02-28 00:00:00,9.999989999999999,9.549600000000002,-4.728904503904474,6,移动止盈,2020-02-19 00:00:00,2020-02-18 00:00:00,10.16,2020
600037,600037_data,2,2021-05-27 00:00:00,2021-06-04 00:00:00,10.610599999999998,9.761751999999998,-8.225000000000005,6,移动止盈,2021-05-26 00:00:00,2021-05-18 00:00:00,10.44,2021
001328,001328_data,1,2023-05-30 00:00:00,2023-06-09 00:00:00,36.1361,35.50280000000001,-1.9775410877211193,8,移动止盈,2023-05-29 00:00:00,2023-05-19 00:00:00,36.11,2023
002212,002212_data,1,2020-02-25 00:00:00,2020-03-02 00:00:00,26.5265,28.1244,5.798787533221506,4,移动止盈,2020-02-24 00:00:00,2020-02-21 00:00:00,26.12,2020
000413,000413_data,1,2020-02-28 00:00:00,2020-03-10 00:00:00,3.6936899999999997,3.4868,-5.82617389385681,7,移动止盈,2020-02-27 00:00:00,2020-02-24 00:00:00,3.91,2020
601258,601258_data,1,2020-02-25 00:00:00,2020-03-13 00:00:00,1.4013999999999998,1.2892879999999998,-8.225,13,移动止盈,2020-02-24 00:00:00,2020-02-21 00:00:00,1.44,2020
601258,601258_data,2,2021-04-16 00:00:00,2021-04-28 00:00:00,1.4914899999999998,1.4628,-2.148579775928747,8,移动止盈,2021-04-15 00:00:00,2021-04-12 00:00:00,1.47,2021
603565,603565_data,1,2020-11-11 00:00:00,2020-12-09 00:00:00,25.085059999999995,23.078255199999997,-8.224999999999993,20,移动止盈,2020-11-10 00:00:00,2020-11-05 00:00:00,25.32,2020
001287,001287_data,1,2023-06-02 00:00:00,2023-06-26 00:00:00,30.560529999999996,31.519199999999998,2.9119547583108063,14,移动止盈,2023-06-01 00:00:00,2023-05-30 00:00:00,31.32,2023
603699,603699_data,1,2020-03-04 00:00:00,2020-03-10 00:00:00,13.533519999999998,13.294,-1.9948278053307429,4,移动止盈,2020-03-03 00:00:00,2020-02-27 00:00:00,13.75,2020
601137,601137_data,1,2020-02-19 00:00:00,2020-02-28 00:00:00,12.852839999999999,12.4936,-3.020024290351378,7,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,12.73,2020
603170,603170_data,1,2022-08-31 00:00:00,2022-09-05 00:00:00,27.46744,26.376400000000004,-4.197121173287339,3,移动止盈,2022-08-30 00:00:00,2022-08-29 00:00:00,27.62,2022
600143,600143_data,1,2020-03-03 00:00:00,2020-03-05 00:00:00,10.800789999999997,10.644400000000001,-1.6729496407206927,2,移动止盈,2020-03-02 00:00:00,2020-02-25 00:00:00,10.53,2020
600143,600143_data,2,2021-04-29 00:00:00,2021-05-12 00:00:00,22.30228,21.0404,-5.883076214629168,6,移动止盈,2021-04-28 00:00:00,2021-04-26 00:00:00,22.21,2021
000007,000007_data,1,2020-02-27 00:00:00,2020-03-10 00:00:00,8.72872,8.6756,-0.8335657461804233,8,移动止盈,2020-02-26 00:00:00,2020-02-24 00:00:00,8.67,2020
002100,002100_data,1,2020-02-27 00:00:00,2020-03-02 00:00:00,12.442429999999998,11.7024,-6.172632415854438,2,移动止盈,2020-02-26 00:00:00,2020-02-19 00:00:00,12.7,2020
600606,600606_data,1,2020-03-04 00:00:00,2020-03-13 00:00:00,6.176169999999999,5.8604,-5.3377154854869415,7,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,6.16,2020
002218,002218_data,1,2020-02-20 00:00:00,2020-02-25 00:00:00,3.35335,3.358,-0.08633269715358478,3,移动止盈,2020-02-19 00:00:00,2020-02-12 00:00:00,3.36,2020
000927,000927_data,1,2020-02-25 00:00:00,2020-03-09 00:00:00,4.384379999999999,4.2228,-3.9103557401502376,9,移动止盈,2020-02-24 00:00:00,2020-02-21 00:00:00,4.58,2020
002645,002645_data,1,2020-03-10 00:00:00,2020-03-12 00:00:00,10.06005,9.255246000000001,-8.224999999999989,2,移动止盈,2020-03-09 00:00:00,2020-02-27 00:00:00,10.38,2020
603194,603194_data,1,2025-02-11 00:00:00,2025-03-25 00:00:00,37.1371,36.89,-0.8903723634855606,30,到期卖出,2025-02-10 00:00:00,2025-02-07 00:00:00,37.43,2025
002929,002929_data,1,2020-02-27 00:00:00,2020-03-02 00:00:00,31.121089999999995,29.0352,-6.927496602786072,2,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,31.14,2020
600695,600695_data,1,2020-02-25 00:00:00,2020-02-28 00:00:00,8.92892,8.3628,-6.56529647482562,3,移动止盈,2020-02-24 00:00:00,2020-02-19 00:00:00,9.27,2020
002928,002928_data,1,2020-02-21 00:00:00,2020-03-11 00:00:00,12.262249999999998,13.0272,6.013251544374014,13,移动止盈,2020-02-20 00:00:00,2020-02-19 00:00:00,12.25,2020
002869,002869_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,84.2842,77.541464,-8.224999999999994,1,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,84.8,2020
000798,000798_data,1,2020-02-14 00:00:00,2020-03-02 00:00:00,5.45545,5.1888,-5.11277277768104,11,移动止盈,2020-02-13 00:00:00,2020-02-10 00:00:00,5.7,2020
002562,002562_data,1,2020-02-21 00:00:00,2020-02-25 00:00:00,5.66566,5.7224,0.7764720262070165,2,移动止盈,2020-02-20 00:00:00,2020-02-18 00:00:00,5.72,2020
002705,002705_data,1,2020-03-04 00:00:00,2020-03-13 00:00:00,19.429409999999997,20.562,5.60425575197602,7,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,19.53,2020
600581,600581_data,1,2020-02-18 00:00:00,2020-03-02 00:00:00,3.2532499999999995,3.1372000000000004,-3.7922020287404634,9,移动止盈,2020-02-17 00:00:00,2020-02-11 00:00:00,3.22,2020
600819,600819_data,1,2020-02-13 00:00:00,2020-02-28 00:00:00,5.03503,4.9588,-1.7389929652852076,11,移动止盈,2020-02-12 00:00:00,2020-02-11 00:00:00,4.98,2020
603520,603520_data,1,2020-02-26 00:00:00,2020-03-12 00:00:00,54.96490999999999,55.5036,0.7550616429645928,11,移动止盈,2020-02-25 00:00:00,2020-02-24 00:00:00,54.92,2020
002518,002518_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,14.8148,13.629616,-8.224999999999998,1,移动止盈,2020-02-26 00:00:00,2020-02-13 00:00:00,14.35,2020
600452,600452_data,1,2020-03-04 00:00:00,2020-03-12 00:00:00,18.578559999999996,17.71,-4.900066312997323,6,移动止盈,2020-03-03 00:00:00,2020-02-24 00:00:00,18.94,2020
001218,001218_data,1,2021-12-03 00:00:00,2022-01-17 00:00:00,44.55450999999999,45.36,1.5828753419126504,30,到期卖出,2021-12-02 00:00:00,2021-12-01 00:00:00,45.79,2021
000915,000915_data,1,2020-02-27 00:00:00,2020-03-13 00:00:00,26.726699999999997,26.4408,-1.2947168000538716,11,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,27.1,2020
000915,000915_data,2,2021-04-16 00:00:00,2021-05-07 00:00:00,28.098069999999996,28.5108,1.2438909238250293,12,移动止盈,2021-04-15 00:00:00,2021-04-09 00:00:00,28.14,2021
601567,601567_data,1,2020-03-04 00:00:00,2020-03-10 00:00:00,8.498489999999999,8.261600000000001,-3.012436356340917,4,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,8.61,2020
000987,000987_data,1,2020-04-01 00:00:00,2020-04-17 00:00:00,8.9089,9.6692,8.309162466746747,11,移动止盈,2020-03-31 00:00:00,2020-03-30 00:00:00,9.06,2020
600195,600195_data,1,2020-02-27 00:00:00,2020-03-03 00:00:00,13.353339999999998,13.018,-2.736281821626626,3,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,12.97,2020
603568,603568_data,1,2020-03-06 00:00:00,2020-03-10 00:00:00,29.969939999999998,27.5723448,-8.224999999999994,2,移动止盈,2020-03-05 00:00:00,2020-03-02 00:00:00,29.63,2020
002145,002145_data,1,2020-03-03 00:00:00,2020-03-10 00:00:00,4.78478,4.4019976,-8.225,5,移动止盈,2020-03-02 00:00:00,2020-02-19 00:00:00,4.58,2020
601222,601222_data,1,2020-02-21 00:00:00,2020-02-28 00:00:00,5.555549999999999,5.1428,-7.654507429507413,5,移动止盈,2020-02-20 00:00:00,2020-02-19 00:00:00,5.52,2020
603325,603325_data,1,2024-03-12 00:00:00,2024-03-25 00:00:00,75.49542,71.91640000000001,-4.96571142328897,9,移动止盈,2024-03-11 00:00:00,2024-03-08 00:00:00,75.5,2024
601777,601777_data,1,2020-02-27 00:00:00,2020-03-10 00:00:00,3.0029999999999997,2.7627599999999997,-8.225000000000001,8,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,3.26,2020
603416,603416_data,1,2020-03-03 00:00:00,2020-03-10 00:00:00,35.3353,37.582,6.133231004123367,5,移动止盈,2020-03-02 00:00:00,2020-02-25 00:00:00,35.0,2020
000795,000795_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,5.815809999999999,5.350545199999999,-8.225,1,移动止盈,2020-02-26 00:00:00,2020-02-18 00:00:00,5.79,2020
000561,000561_data,1,2020-02-19 00:00:00,2020-02-28 00:00:00,6.7067,6.550400000000001,-2.5555053155799277,7,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,6.7,2020
000561,000561_data,2,2021-07-28 00:00:00,2021-07-30 00:00:00,8.22822,7.5699624000000005,-8.224999999999998,2,移动止盈,2021-07-27 00:00:00,2021-07-21 00:00:00,8.75,2021
002355,002355_data,1,2020-02-28 00:00:00,2020-03-13 00:00:00,6.246239999999999,5.8788,-6.1075789595020264,10,移动止盈,2020-02-27 00:00:00,2020-02-25 00:00:00,6.65,2020
600967,600967_data,1,2020-02-19 00:00:00,2020-03-18 00:00:00,10.750739999999999,9.936000000000002,-7.803455064488557,20,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,10.79,2020
001227,001227_data,1,2022-03-18 00:00:00,2022-03-28 00:00:00,5.92592,5.630400000000001,-5.211904986904969,6,移动止盈,2022-03-17 00:00:00,2022-03-09 00:00:00,5.87,2022
002526,002526_data,1,2020-03-10 00:00:00,2020-03-17 00:00:00,2.3123099999999996,2.1804,-5.9296849254641275,5,移动止盈,2020-03-09 00:00:00,2020-02-26 00:00:00,2.42,2020
002526,002526_data,2,2021-09-17 00:00:00,2021-09-27 00:00:00,2.3823799999999995,2.1917895999999994,-8.225000000000005,4,移动止盈,2021-09-16 00:00:00,2021-09-15 00:00:00,2.42,2021
002740,002740_data,1,2020-03-05 00:00:00,2020-03-10 00:00:00,9.619609999999998,9.246,-4.1088372865427765,3,移动止盈,2020-03-04 00:00:00,2020-03-03 00:00:00,9.9,2020
000420,000420_data,1,2020-03-03 00:00:00,2020-03-06 00:00:00,2.36236,2.438,2.9768828628998283,3,移动止盈,2020-03-02 00:00:00,2020-02-28 00:00:00,2.38,2020
600031,600031_data,1,2020-03-06 00:00:00,2020-03-12 00:00:00,18.56855,17.083066,-8.225,4,移动止盈,2020-03-05 00:00:00,2020-03-02 00:00:00,18.94,2020
002925,002925_data,1,2020-02-28 00:00:00,2020-03-09 00:00:00,64.24418,67.2428,4.4425356429173855,6,移动止盈,2020-02-27 00:00:00,2020-02-19 00:00:00,66.16,2020
002221,002221_data,1,2020-03-05 00:00:00,2020-03-06 00:00:00,10.790779999999998,11.224,3.7897236807719383,1,移动止盈,2020-03-04 00:00:00,2020-02-28 00:00:00,10.56,2020
600096,600096_data,1,2020-02-18 00:00:00,2020-03-09 00:00:00,5.9059,5.796,-2.0858510133933805,14,移动止盈,2020-02-17 00:00:00,2020-02-14 00:00:00,5.99,2020
601179,601179_data,1,2020-03-04 00:00:00,2020-03-10 00:00:00,3.43343,4.0664,18.210500359698607,4,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,3.49,2020
002959,002959_data,1,2020-02-27 00:00:00,2020-03-10 00:00:00,78.07799999999999,76.91199999999999,-1.7183784164553357,8,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,75.09,2020
603310,603310_data,1,2024-10-11 00:00:00,2024-10-30 00:00:00,18.43842,16.963346400000002,-8.22499999999999,13,移动止盈,2024-10-10 00:00:00,2024-09-30 00:00:00,18.5,2024
603176,603176_data,1,2022-02-15 00:00:00,2022-02-16 00:00:00,12.212199999999998,12.548800000000002,2.531260133309349,1,移动止盈,2022-02-14 00:00:00,2022-02-10 00:00:00,13.31,2022
002269,002269_data,1,2020-03-04 00:00:00,2020-03-10 00:00:00,2.24224,2.2356000000000003,-0.5211324389895612,4,移动止盈,2020-03-03 00:00:00,2020-02-27 00:00:00,2.25,2020
000957,000957_data,1,2020-02-19 00:00:00,2020-02-25 00:00:00,8.008,9.1172,13.62614885114887,4,移动止盈,2020-02-18 00:00:00,2020-02-11 00:00:00,7.81,2020
002643,002643_data,1,2020-02-27 00:00:00,2020-03-09 00:00:00,18.218199999999996,17.112000000000002,-6.296950027993953,7,移动止盈,2020-02-26 00:00:00,2020-02-19 00:00:00,17.89,2020
002170,002170_data,1,2020-02-18 00:00:00,2020-02-28 00:00:00,4.014009999999999,3.772,-6.254132961801272,8,移动止盈,2020-02-17 00:00:00,2020-02-14 00:00:00,4.03,2020
002171,002171_data,1,2020-02-27 00:00:00,2020-02-28 00:00:00,9.08908,8.3619536,-8.224999999999996,1,移动止盈,2020-02-26 00:00:00,2020-02-25 00:00:00,8.99,2020
603100,603100_data,1,2020-02-27 00:00:00,2020-03-16 00:00:00,9.58958,9.328800000000001,-2.9444100262993658,12,移动止盈,2020-02-26 00:00:00,2020-02-24 00:00:00,9.37,2020
002385,002385_data,1,2020-02-14 00:00:00,2020-02-19 00:00:00,7.107099999999999,7.1852,0.8739010989011123,3,移动止盈,2020-02-13 00:00:00,2020-02-12 00:00:00,7.07,2020
600133,600133_data,1,2020-03-04 00:00:00,2020-03-10 00:00:00,5.17517,5.501600000000001,6.082618880152752,4,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,5.23,2020
000697,000697_data,1,2020-02-25 00:00:00,2020-02-28 00:00:00,10.690679999999999,11.251600000000002,5.02181311198168,3,移动止盈,2020-02-24 00:00:00,2020-02-21 00:00:00,11.01,2020
603985,603985_data,1,2020-02-27 00:00:00,2020-03-13 00:00:00,17.597579999999997,16.882,-4.291354578299947,11,移动止盈,2020-02-26 00:00:00,2020-02-24 00:00:00,17.49,2020
600527,600527_data,1,2020-02-28 00:00:00,2020-03-05 00:00:00,3.1831799999999997,2.9992,-6.004754836358598,4,移动止盈,2020-02-27 00:00:00,2020-02-25 00:00:00,3.25,2020
000990,000990_data,1,2020-03-03 00:00:00,2020-03-10 00:00:00,14.8148,14.168000000000001,-4.5909043659043585,5,移动止盈,2020-03-02 00:00:00,2020-02-21 00:00:00,14.64,2020
002153,002153_data,1,2020-03-04 00:00:00,2020-03-09 00:00:00,41.801759999999994,39.74400000000001,-5.147663543353169,3,移动止盈,2020-03-03 00:00:00,2020-03-02 00:00:00,42.4,2020
002334,002334_data,1,2020-02-21 00:00:00,2020-03-02 00:00:00,4.384379999999999,4.2228,-3.9103557401502376,6,移动止盈,2020-02-20 00:00:00,2020-02-19 00:00:00,4.51,2020
603718,603718_data,1,2020-02-19 00:00:00,2020-02-26 00:00:00,17.40739,16.3852,-6.097161191310119,5,移动止盈,2020-02-18 00:00:00,2020-02-17 00:00:00,16.53,2020
600622,600622_data,1,2020-02-19 00:00:00,2020-02-25 00:00:00,3.9139099999999996,4.186,6.726871657754022,4,移动止盈,2020-02-18 00:00:00,2020-02-14 00:00:00,3.98,2020
